Metric,Value
config_name,baseline_notrust
run_id,3
total_steps,2500
recorded_steps,2000
wall_time_seconds,61.60720634460449
avg_cav_amota,0.9899411078717206
avg_cis_amota,0.9892944818894187
avg_global_amota,0.5081997661633639
cav_total_mse_violations_gt,12828
cav_total_mse_violations_sensor,12828
cav_total_ttc_violations_gt,3497
cav_total_ttc_violations_sensor,3005
cav_true_positives_mse,12821
cav_false_positives_mse,7
cav_false_negatives_mse,7
cav_true_positives_ttc,2690
cav_false_positives_ttc,315
cav_false_negatives_ttc,807
cav_amota,6063.389285714289
cav_total_mse_violations_gt_av,1425
cav_total_mse_violations_gt_non_av,11403
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,12828
cav_total_ttc_violations_gt_av,200
cav_total_ttc_violations_gt_non_av,3297
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,3005
cis_total_mse_violations_gt,7512
cis_total_mse_violations_sensor,7509
cis_total_ttc_violations_gt,610
cis_total_ttc_violations_sensor,615
cis_true_positives_mse,7507
cis_false_positives_mse,2
cis_false_negatives_mse,5
cis_true_positives_ttc,598
cis_false_positives_ttc,17
cis_false_negatives_ttc,12
cis_amota,1953.856601731602
cis_total_mse_violations_gt_av,940
cis_total_mse_violations_gt_non_av,6572
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7509
cis_total_ttc_violations_gt_av,52
cis_total_ttc_violations_gt_non_av,558
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,615
global_total_mse_violations_gt,149109
global_total_mse_violations_sensor,183870
global_total_ttc_violations_gt,48637
global_total_ttc_violations_sensor,64492
global_true_positives_mse,143542
global_false_positives_mse,40328
global_false_negatives_mse,5567
global_true_positives_ttc,43633
global_false_positives_ttc,20859
global_false_negatives_ttc,5004
global_amota,989.4649447200695
global_total_mse_violations_gt_av,16019
global_total_mse_violations_gt_non_av,133090
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,183870
global_total_ttc_violations_gt_av,6415
global_total_ttc_violations_gt_non_av,42222
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,64492
