Metric,Value
config_name,mal_remove_5pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,2.2003672122955322
avg_cav_amota,0.9935897435897435
avg_cis_amota,0.9922686945500635
avg_global_amota,0.6089078710290832
cav_total_mse_violations_gt,186
cav_total_mse_violations_sensor,186
cav_total_ttc_violations_gt,39
cav_total_ttc_violations_sensor,41
cav_true_positives_mse,186
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,39
cav_false_positives_ttc,2
cav_false_negatives_ttc,0
cav_amota,103.33333333333333
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,186
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,186
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,39
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,41
cis_total_mse_violations_gt,507
cis_total_mse_violations_sensor,507
cis_total_ttc_violations_gt,74
cis_total_ttc_violations_sensor,74
cis_true_positives_mse,507
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,74
cis_false_positives_ttc,0
cis_false_negatives_ttc,0
cis_amota,260.9666666666667
cis_total_mse_violations_gt_av,56
cis_total_mse_violations_gt_non_av,451
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,507
cis_total_ttc_violations_gt_av,0
cis_total_ttc_violations_gt_non_av,74
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,74
global_total_mse_violations_gt,1058
global_total_mse_violations_sensor,1441
global_total_ttc_violations_gt,464
global_total_ttc_violations_sensor,526
global_true_positives_mse,920
global_false_positives_mse,521
global_false_negatives_mse,138
global_true_positives_ttc,323
global_false_positives_ttc,203
global_false_negatives_ttc,141
global_amota,120.56375846375848
global_total_mse_violations_gt_av,56
global_total_mse_violations_gt_non_av,1002
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1441
global_total_ttc_violations_gt_av,56
global_total_ttc_violations_gt_non_av,408
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,526
