Metric,Value
config_name,high_miss_60pct_trust
run_id,1
total_steps,7000
recorded_steps,5000
wall_time_seconds,439.7069523334503
avg_cav_amota,0.9949200996042272
avg_cis_amota,0.9902188049361833
avg_global_amota,0.4150323441854438
cav_total_mse_violations_gt,62864
cav_total_mse_violations_sensor,62859
cav_total_ttc_violations_gt,21900
cav_total_ttc_violations_sensor,17861
cav_true_positives_mse,62838
cav_false_positives_mse,21
cav_false_negatives_mse,26
cav_true_positives_ttc,15431
cav_false_positives_ttc,2430
cav_false_negatives_ttc,6469
cav_amota,26284.79411144408
cav_total_mse_violations_gt_av,8316
cav_total_mse_violations_gt_non_av,54548
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,62859
cav_total_ttc_violations_gt_av,3063
cav_total_ttc_violations_gt_non_av,18837
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17861
cis_total_mse_violations_gt,24912
cis_total_mse_violations_sensor,24913
cis_total_ttc_violations_gt,1816
cis_total_ttc_violations_sensor,1817
cis_true_positives_mse,24899
cis_false_positives_mse,14
cis_false_negatives_mse,13
cis_true_positives_ttc,1782
cis_false_positives_ttc,35
cis_false_negatives_ttc,34
cis_amota,4940.2016178266185
cis_total_mse_violations_gt_av,2358
cis_total_mse_violations_gt_non_av,22554
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24913
cis_total_ttc_violations_gt_av,122
cis_total_ttc_violations_gt_non_av,1694
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1817
global_total_mse_violations_gt,685872
global_total_mse_violations_sensor,817301
global_total_ttc_violations_gt,268199
global_total_ttc_violations_sensor,329723
global_true_positives_mse,664548
global_false_positives_mse,152753
global_false_negatives_mse,21324
global_true_positives_ttc,244324
global_false_positives_ttc,85399
global_false_negatives_ttc,23875
global_amota,1995.4755108436138
global_total_mse_violations_gt_av,71811
global_total_mse_violations_gt_non_av,614061
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,817301
global_total_ttc_violations_gt_av,28159
global_total_ttc_violations_gt_non_av,240040
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,329723
