Metric,Value
config_name,high_miss_40pct_notrust
run_id,5
total_steps,7000
recorded_steps,5000
wall_time_seconds,378.70329689979553
avg_cav_amota,0.994566426089895
avg_cis_amota,0.9909586581042322
avg_global_amota,0.466706948713958
cav_total_mse_violations_gt,54123
cav_total_mse_violations_sensor,54123
cav_total_ttc_violations_gt,18693
cav_total_ttc_violations_sensor,16921
cav_true_positives_mse,54108
cav_false_positives_mse,15
cav_false_negatives_mse,15
cav_true_positives_ttc,15319
cav_false_positives_ttc,1602
cav_false_negatives_ttc,3374
cav_amota,22503.059956709963
cav_total_mse_violations_gt_av,8244
cav_total_mse_violations_gt_non_av,45879
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,54123
cav_total_ttc_violations_gt_av,3124
cav_total_ttc_violations_gt_non_av,15569
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16921
cis_total_mse_violations_gt,25475
cis_total_mse_violations_sensor,25473
cis_total_ttc_violations_gt,1834
cis_total_ttc_violations_sensor,1840
cis_true_positives_mse,25462
cis_false_positives_mse,11
cis_false_negatives_mse,13
cis_true_positives_ttc,1800
cis_false_positives_ttc,40
cis_false_negatives_ttc,34
cis_amota,4948.847538572536
cis_total_mse_violations_gt_av,2110
cis_total_mse_violations_gt_non_av,23365
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25473
cis_total_ttc_violations_gt_av,139
cis_total_ttc_violations_gt_non_av,1695
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1840
global_total_mse_violations_gt,704472
global_total_mse_violations_sensor,858648
global_total_ttc_violations_gt,270668
global_total_ttc_violations_sensor,340724
global_true_positives_mse,686237
global_false_positives_mse,172411
global_false_negatives_mse,18235
global_true_positives_ttc,249478
global_false_positives_ttc,91246
global_false_negatives_ttc,21190
global_amota,2305.0656196982386
global_total_mse_violations_gt_av,90519
global_total_mse_violations_gt_non_av,613953
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,858648
global_total_ttc_violations_gt_av,34513
global_total_ttc_violations_gt_non_av,236155
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,340724
