Metric,Value
config_name,extrinsics_4pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,2.4369068145751953
avg_cav_amota,0.9910130718954248
avg_cis_amota,0.9952290076335878
avg_global_amota,0.6653287798313556
cav_total_mse_violations_gt,430
cav_total_mse_violations_sensor,430
cav_total_ttc_violations_gt,85
cav_total_ttc_violations_sensor,86
cav_true_positives_mse,430
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,76
cav_false_positives_ttc,10
cav_false_negatives_ttc,9
cav_amota,202.16666666666666
cav_total_mse_violations_gt_av,119
cav_total_mse_violations_gt_non_av,311
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,430
cav_total_ttc_violations_gt_av,5
cav_total_ttc_violations_gt_non_av,80
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,86
cis_total_mse_violations_gt,530
cis_total_mse_violations_sensor,530
cis_total_ttc_violations_gt,68
cis_total_ttc_violations_sensor,68
cis_true_positives_mse,530
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,68
cis_false_positives_ttc,0
cis_false_negatives_ttc,0
cis_amota,260.75
cis_total_mse_violations_gt_av,98
cis_total_mse_violations_gt_non_av,432
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,530
cis_total_ttc_violations_gt_av,9
cis_total_ttc_violations_gt_non_av,59
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,68
global_total_mse_violations_gt,1011
global_total_mse_violations_sensor,1526
global_total_ttc_violations_gt,215
global_total_ttc_violations_sensor,333
global_true_positives_mse,966
global_false_positives_mse,560
global_false_negatives_mse,45
global_true_positives_ttc,148
global_false_positives_ttc,185
global_false_negatives_ttc,67
global_amota,144.37634522340417
global_total_mse_violations_gt_av,215
global_total_mse_violations_gt_non_av,796
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1526
global_total_ttc_violations_gt_av,12
global_total_ttc_violations_gt_non_av,203
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,333
