Metric,Value
config_name,lag_6steps_trust
run_id,2
total_steps,7000
recorded_steps,5000
wall_time_seconds,396.8585798740387
avg_cav_amota,0.9941923674483356
avg_cis_amota,0.9915956669613243
avg_global_amota,0.43364612340216424
cav_total_mse_violations_gt,56387
cav_total_mse_violations_sensor,56349
cav_total_ttc_violations_gt,19959
cav_total_ttc_violations_sensor,17505
cav_true_positives_mse,56334
cav_false_positives_mse,15
cav_false_negatives_mse,53
cav_true_positives_ttc,15021
cav_false_positives_ttc,2484
cav_false_negatives_ttc,4938
cav_amota,22403.130808080794
cav_total_mse_violations_gt_av,6310
cav_total_mse_violations_gt_non_av,50077
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,56349
cav_total_ttc_violations_gt_av,2079
cav_total_ttc_violations_gt_non_av,17880
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17505
cis_total_mse_violations_gt,25719
cis_total_mse_violations_sensor,25718
cis_total_ttc_violations_gt,1913
cis_total_ttc_violations_sensor,1924
cis_true_positives_mse,25704
cis_false_positives_mse,14
cis_false_negatives_mse,15
cis_true_positives_ttc,1879
cis_false_positives_ttc,45
cis_false_negatives_ttc,34
cis_amota,4949.05397380397
cis_total_mse_violations_gt_av,2144
cis_total_mse_violations_gt_non_av,23575
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25718
cis_total_ttc_violations_gt_av,210
cis_total_ttc_violations_gt_non_av,1703
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1924
global_total_mse_violations_gt,643833
global_total_mse_violations_sensor,778863
global_total_ttc_violations_gt,243243
global_total_ttc_violations_sensor,304627
global_true_positives_mse,625044
global_false_positives_mse,153819
global_false_negatives_mse,18789
global_true_positives_ttc,223254
global_false_positives_ttc,81373
global_false_negatives_ttc,19989
global_amota,2123.9987124238005
global_total_mse_violations_gt_av,59505
global_total_mse_violations_gt_non_av,584328
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,778863
global_total_ttc_violations_gt_av,19119
global_total_ttc_violations_gt_non_av,224124
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,304627
