Metric,Value
config_name,baseline
run_id,1
total_steps,1500
recorded_steps,1000
wall_time_seconds,17.26595115661621
avg_cav_amota,0.9906470499049487
avg_cis_amota,0.9918513119533526
avg_global_amota,0.5340202675800456
cav_total_mse_violations_gt,3286
cav_total_mse_violations_sensor,3284
cav_total_ttc_violations_gt,963
cav_total_ttc_violations_sensor,888
cav_true_positives_mse,3283
cav_false_positives_mse,1
cav_false_negatives_mse,3
cav_true_positives_ttc,784
cav_false_positives_ttc,104
cav_false_negatives_ttc,179
cav_amota,1348.270634920635
cav_total_mse_violations_gt_av,47
cav_total_mse_violations_gt_non_av,3239
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,3284
cav_total_ttc_violations_gt_av,61
cav_total_ttc_violations_gt_non_av,902
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,888
cis_total_mse_violations_gt,3079
cis_total_mse_violations_sensor,3078
cis_total_ttc_violations_gt,226
cis_total_ttc_violations_sensor,228
cis_true_positives_mse,3077
cis_false_positives_mse,1
cis_false_negatives_mse,2
cis_true_positives_ttc,222
cis_false_positives_ttc,6
cis_false_negatives_ttc,4
cis_amota,972.0142857142856
cis_total_mse_violations_gt_av,287
cis_total_mse_violations_gt_non_av,2792
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,3078
cis_total_ttc_violations_gt_av,24
cis_total_ttc_violations_gt_non_av,202
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,228
global_total_mse_violations_gt,31224
global_total_mse_violations_sensor,40119
global_total_ttc_violations_gt,10411
global_total_ttc_violations_sensor,13451
global_true_positives_mse,29519
global_false_positives_mse,10600
global_false_negatives_mse,1705
global_true_positives_ttc,8759
global_false_positives_ttc,4692
global_false_negatives_ttc,1652
global_amota,489.1625651033218
global_total_mse_violations_gt_av,1629
global_total_mse_violations_gt_non_av,29595
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,40119
global_total_ttc_violations_gt_av,606
global_total_ttc_violations_gt_non_av,9805
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,13451
