Metric,Value
config_name,mal_remove_4pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,1.7935431003570557
avg_cav_amota,0.0
avg_cis_amota,0.9952574525745257
avg_global_amota,0.6296296296296295
cav_total_mse_violations_gt,0
cav_total_mse_violations_sensor,0
cav_total_ttc_violations_gt,0
cav_total_ttc_violations_sensor,0
cav_true_positives_mse,0
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,0
cav_false_positives_ttc,0
cav_false_negatives_ttc,0
cav_amota,0.0
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,0
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,0
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,0
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,0
cis_total_mse_violations_gt,495
cis_total_mse_violations_sensor,495
cis_total_ttc_violations_gt,71
cis_total_ttc_violations_sensor,71
cis_true_positives_mse,495
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,71
cis_false_positives_ttc,0
cis_false_negatives_ttc,0
cis_amota,244.83333333333331
cis_total_mse_violations_gt_av,0
cis_total_mse_violations_gt_non_av,495
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,495
cis_total_ttc_violations_gt_av,0
cis_total_ttc_violations_gt_non_av,71
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,71
global_total_mse_violations_gt,990
global_total_mse_violations_sensor,1280
global_total_ttc_violations_gt,556
global_total_ttc_violations_sensor,759
global_true_positives_mse,820
global_false_positives_mse,460
global_false_negatives_mse,170
global_true_positives_ttc,433
global_false_positives_ttc,326
global_false_negatives_ttc,123
global_amota,107.66666666666664
global_total_mse_violations_gt_av,0
global_total_mse_violations_gt_non_av,990
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1280
global_total_ttc_violations_gt_av,0
global_total_ttc_violations_gt_non_av,556
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,759
