Metric,Value
config_name,mal_convoy_100pct
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,52.85920238494873
avg_cav_amota,0.9940117622411712
avg_cis_amota,0.9914151774714081
avg_global_amota,0.47553822539708906
cav_total_mse_violations_gt,8021
cav_total_mse_violations_sensor,8019
cav_total_ttc_violations_gt,2743
cav_total_ttc_violations_sensor,2443
cav_true_positives_mse,8015
cav_false_positives_mse,4
cav_false_negatives_mse,6
cav_true_positives_ttc,2197
cav_false_positives_ttc,246
cav_false_negatives_ttc,546
cav_amota,4272.2625541125535
cav_total_mse_violations_gt_av,971
cav_total_mse_violations_gt_non_av,7050
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,8019
cav_total_ttc_violations_gt_av,103
cav_total_ttc_violations_gt_non_av,2640
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2443
cis_total_mse_violations_gt,7481
cis_total_mse_violations_sensor,7486
cis_total_ttc_violations_gt,596
cis_total_ttc_violations_sensor,596
cis_true_positives_mse,7480
cis_false_positives_mse,6
cis_false_negatives_mse,1
cis_true_positives_ttc,582
cis_false_positives_ttc,14
cis_false_negatives_ttc,14
cis_amota,1957.0535603285596
cis_total_mse_violations_gt_av,463
cis_total_mse_violations_gt_non_av,7018
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7486
cis_total_ttc_violations_gt_av,47
cis_total_ttc_violations_gt_non_av,549
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,596
global_total_mse_violations_gt,108929
global_total_mse_violations_sensor,135506
global_total_ttc_violations_gt,42874
global_total_ttc_violations_sensor,56168
global_true_positives_mse,104634
global_false_positives_mse,30872
global_false_negatives_mse,4295
global_true_positives_ttc,38998
global_false_positives_ttc,17170
global_false_negatives_ttc,3876
global_amota,876.4169494068351
global_total_mse_violations_gt_av,10883
global_total_mse_violations_gt_non_av,98046
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,135506
global_total_ttc_violations_gt_av,1853
global_total_ttc_violations_gt_non_av,41021
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,56168
