Metric,Value
config_name,mal_add_50pct
run_id,6
total_steps,2500
recorded_steps,2000
wall_time_seconds,60.94203042984009
avg_cav_amota,0.9922599992377904
avg_cis_amota,0.9907170576243522
avg_global_amota,0.5064452849775276
cav_total_mse_violations_gt,12661
cav_total_mse_violations_sensor,12664
cav_total_ttc_violations_gt,3675
cav_total_ttc_violations_sensor,3149
cav_true_positives_mse,12654
cav_false_positives_mse,10
cav_false_negatives_mse,7
cav_true_positives_ttc,2770
cav_false_positives_ttc,379
cav_false_negatives_ttc,905
cav_amota,6612.420634920635
cav_total_mse_violations_gt_av,2025
cav_total_mse_violations_gt_non_av,10636
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,12664
cav_total_ttc_violations_gt_av,347
cav_total_ttc_violations_gt_non_av,3328
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,3149
cis_total_mse_violations_gt,7491
cis_total_mse_violations_sensor,7490
cis_total_ttc_violations_gt,608
cis_total_ttc_violations_sensor,608
cis_true_positives_mse,7488
cis_false_positives_mse,2
cis_false_negatives_mse,3
cis_true_positives_ttc,596
cis_false_positives_ttc,12
cis_false_negatives_ttc,12
cis_amota,1955.6754717504714
cis_total_mse_violations_gt_av,958
cis_total_mse_violations_gt_non_av,6533
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7490
cis_total_ttc_violations_gt_av,79
cis_total_ttc_violations_gt_non_av,529
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,608
global_total_mse_violations_gt,133150
global_total_mse_violations_sensor,163054
global_total_ttc_violations_gt,55596
global_total_ttc_violations_sensor,70525
global_true_positives_mse,126100
global_false_positives_mse,36954
global_false_negatives_mse,7050
global_true_positives_ttc,49319
global_false_positives_ttc,21206
global_false_negatives_ttc,6277
global_amota,992.6327585559542
global_total_mse_violations_gt_av,18117
global_total_mse_violations_gt_non_av,115033
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,163054
global_total_ttc_violations_gt_av,7628
global_total_ttc_violations_gt_non_av,47968
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,70525
