Metric,Value
config_name,mal_add_1pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,2.4790961742401123
avg_cav_amota,0.9913067552602436
avg_cis_amota,0.9901360544217687
avg_global_amota,0.6664759590291514
cav_total_mse_violations_gt,445
cav_total_mse_violations_sensor,445
cav_total_ttc_violations_gt,98
cav_total_ttc_violations_sensor,92
cav_true_positives_mse,444
cav_false_positives_mse,1
cav_false_negatives_mse,1
cav_true_positives_ttc,81
cav_false_positives_ttc,11
cav_false_negatives_ttc,17
cav_amota,298.3833333333333
cav_total_mse_violations_gt_av,70
cav_total_mse_violations_gt_non_av,375
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,445
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,98
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,92
cis_total_mse_violations_gt,505
cis_total_mse_violations_sensor,505
cis_total_ttc_violations_gt,63
cis_total_ttc_violations_sensor,63
cis_true_positives_mse,505
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,63
cis_false_positives_ttc,0
cis_false_negatives_ttc,0
cis_amota,242.58333333333331
cis_total_mse_violations_gt_av,177
cis_total_mse_violations_gt_non_av,328
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,505
cis_total_ttc_violations_gt_av,14
cis_total_ttc_violations_gt_non_av,49
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,63
global_total_mse_violations_gt,2587
global_total_mse_violations_sensor,3572
global_total_ttc_violations_gt,694
global_total_ttc_violations_sensor,971
global_true_positives_mse,2444
global_false_positives_mse,1128
global_false_negatives_mse,143
global_true_positives_ttc,560
global_false_positives_ttc,411
global_false_negatives_ttc,134
global_amota,156.62185037185057
global_total_mse_violations_gt_av,711
global_total_mse_violations_gt_non_av,1876
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,3572
global_total_ttc_violations_gt_av,102
global_total_ttc_violations_gt_non_av,592
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,971
