Metric,Value
config_name,mal_add_50pct_notrust
run_id,6
total_steps,7000
recorded_steps,5000
wall_time_seconds,365.3885290622711
avg_cav_amota,0.9943926648464734
avg_cis_amota,0.9907573199030988
avg_global_amota,0.4624127372968406
cav_total_mse_violations_gt,54371
cav_total_mse_violations_sensor,54365
cav_total_ttc_violations_gt,17832
cav_total_ttc_violations_sensor,15466
cav_true_positives_mse,54349
cav_false_positives_mse,16
cav_false_negatives_mse,22
cav_true_positives_ttc,13934
cav_false_positives_ttc,1532
cav_false_negatives_ttc,3898
cav_amota,21495.786235986216
cav_total_mse_violations_gt_av,5200
cav_total_mse_violations_gt_non_av,49171
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,54365
cav_total_ttc_violations_gt_av,1303
cav_total_ttc_violations_gt_non_av,16529
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,15466
cis_total_mse_violations_gt,25242
cis_total_mse_violations_sensor,25238
cis_total_ttc_violations_gt,1877
cis_total_ttc_violations_sensor,1878
cis_true_positives_mse,25225
cis_false_positives_mse,13
cis_false_negatives_mse,17
cis_true_positives_ttc,1844
cis_false_positives_ttc,34
cis_false_negatives_ttc,33
cis_amota,4940.9067543567535
cis_total_mse_violations_gt_av,2454
cis_total_mse_violations_gt_non_av,22788
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25238
cis_total_ttc_violations_gt_av,171
cis_total_ttc_violations_gt_non_av,1706
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1878
global_total_mse_violations_gt,617032
global_total_mse_violations_sensor,752400
global_total_ttc_violations_gt,236141
global_total_ttc_violations_sensor,298768
global_true_positives_mse,600525
global_false_positives_mse,151875
global_false_negatives_mse,16507
global_true_positives_ttc,217892
global_false_positives_ttc,80876
global_false_negatives_ttc,18249
global_amota,2276.4579057123465
global_total_mse_violations_gt_av,54557
global_total_mse_violations_gt_non_av,562475
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,752400
global_total_ttc_violations_gt_av,19360
global_total_ttc_violations_gt_non_av,216781
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,298768
