Metric,Value
config_name,mal_add_6pct
run_id,8
total_steps,7000
recorded_steps,5000
wall_time_seconds,376.88445806503296
avg_cav_amota,0.9907413267372335
avg_cis_amota,0.9895823974795085
avg_global_amota,0.48712899148024846
cav_total_mse_violations_gt,68887
cav_total_mse_violations_sensor,68881
cav_total_ttc_violations_gt,20468
cav_total_ttc_violations_sensor,17322
cav_true_positives_mse,68854
cav_false_positives_mse,27
cav_false_negatives_mse,33
cav_true_positives_ttc,15486
cav_false_positives_ttc,1836
cav_false_negatives_ttc,4982
cav_amota,25178.70007770005
cis_total_mse_violations_gt,24802
cis_total_mse_violations_sensor,24800
cis_total_ttc_violations_gt,1833
cis_total_ttc_violations_sensor,1843
cis_true_positives_mse,24785
cis_false_positives_mse,15
cis_false_negatives_mse,17
cis_true_positives_ttc,1802
cis_false_positives_ttc,41
cis_false_negatives_ttc,31
cis_amota,4934.05783383283
global_total_mse_violations_gt,680525
global_total_mse_violations_sensor,816130
global_total_ttc_violations_gt,259394
global_total_ttc_violations_sensor,310781
global_true_positives_mse,664272
global_false_positives_mse,151858
global_false_negatives_mse,16253
global_true_positives_ttc,236796
global_false_positives_ttc,73985
global_false_negatives_ttc,22598
global_amota,2413.237023793151
