Metric,Value
config_name,mal_remove_50pct_notrust
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,566.1297030448914
avg_cav_amota,0.995307361116714
avg_cis_amota,0.9911125723938786
avg_global_amota,0.40847969154895014
cav_total_mse_violations_gt,77440
cav_total_mse_violations_sensor,77435
cav_total_ttc_violations_gt,26900
cav_total_ttc_violations_sensor,24057
cav_true_positives_mse,77413
cav_false_positives_mse,22
cav_false_negatives_mse,27
cav_true_positives_ttc,21381
cav_false_positives_ttc,2676
cav_false_negatives_ttc,5519
cav_amota,35109.46716339209
cav_total_mse_violations_gt_av,8152
cav_total_mse_violations_gt_non_av,69288
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,77435
cav_total_ttc_violations_gt_av,1786
cav_total_ttc_violations_gt_non_av,25114
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,24057
cis_total_mse_violations_gt,24970
cis_total_mse_violations_sensor,24962
cis_total_ttc_violations_gt,1846
cis_total_ttc_violations_sensor,1847
cis_true_positives_mse,24946
cis_false_positives_mse,16
cis_false_negatives_mse,24
cis_true_positives_ttc,1816
cis_false_positives_ttc,31
cis_false_negatives_ttc,30
cis_amota,4946.642848817848
cis_total_mse_violations_gt_av,2727
cis_total_mse_violations_gt_non_av,22243
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24962
cis_total_ttc_violations_gt_av,178
cis_total_ttc_violations_gt_non_av,1668
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1847
global_total_mse_violations_gt,1283295
global_total_mse_violations_sensor,1511243
global_total_ttc_violations_gt,483856
global_total_ttc_violations_sensor,607958
global_true_positives_mse,1251501
global_false_positives_mse,259742
global_false_negatives_mse,31794
global_true_positives_ttc,449998
global_false_positives_ttc,157960
global_false_negatives_ttc,33858
global_amota,2014.6218387194222
global_total_mse_violations_gt_av,140909
global_total_mse_violations_gt_non_av,1142386
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1511243
global_total_ttc_violations_gt_av,47436
global_total_ttc_violations_gt_non_av,436420
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,607958
