Metric,Value
config_name,baseline
run_id,1
total_steps,7000
recorded_steps,5000
wall_time_seconds,570.1023030281067
avg_cav_amota,0.9906035138818808
avg_cis_amota,0.9917513948976869
avg_global_amota,0.43551919324572863
cav_total_mse_violations_gt,88356
cav_total_mse_violations_sensor,88340
cav_total_ttc_violations_gt,25846
cav_total_ttc_violations_sensor,23059
cav_true_positives_mse,88310
cav_false_positives_mse,30
cav_false_negatives_mse,46
cav_true_positives_ttc,20117
cav_false_positives_ttc,2942
cav_false_negatives_ttc,5729
cav_amota,34782.0705794206
cav_total_mse_violations_gt_av,10428
cav_total_mse_violations_gt_non_av,77928
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,88340
cav_total_ttc_violations_gt_av,2277
cav_total_ttc_violations_gt_non_av,23569
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,23059
cis_total_mse_violations_gt,24954
cis_total_mse_violations_sensor,24954
cis_total_ttc_violations_gt,1782
cis_total_ttc_violations_sensor,1778
cis_true_positives_mse,24940
cis_false_positives_mse,14
cis_false_negatives_mse,14
cis_true_positives_ttc,1748
cis_false_positives_ttc,30
cis_false_negatives_ttc,34
cis_amota,4948.839460539458
cis_total_mse_violations_gt_av,3939
cis_total_mse_violations_gt_non_av,21015
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24954
cis_total_ttc_violations_gt_av,234
cis_total_ttc_violations_gt_non_av,1548
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1778
global_total_mse_violations_gt,1147593
global_total_mse_violations_sensor,1359806
global_total_ttc_violations_gt,431369
global_total_ttc_violations_sensor,529900
global_true_positives_mse,1120756
global_false_positives_mse,239050
global_false_negatives_mse,26837
global_true_positives_ttc,398776
global_false_positives_ttc,131124
global_false_negatives_ttc,32593
global_amota,2159.739679305568
global_total_mse_violations_gt_av,129576
global_total_mse_violations_gt_non_av,1018017
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1359806
global_total_ttc_violations_gt_av,42025
global_total_ttc_violations_gt_non_av,389344
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,529900
