Metric,Value
config_name,high_miss_30pct_trust
run_id,2
total_steps,7000
recorded_steps,5000
wall_time_seconds,532.3309659957886
avg_cav_amota,0.9934305471029592
avg_cis_amota,0.9904607341229177
avg_global_amota,0.4552359711137923
cav_total_mse_violations_gt,80731
cav_total_mse_violations_sensor,80726
cav_total_ttc_violations_gt,24088
cav_total_ttc_violations_sensor,20165
cav_true_positives_mse,80702
cav_false_positives_mse,24
cav_false_negatives_mse,29
cav_true_positives_ttc,17469
cav_false_positives_ttc,2696
cav_false_negatives_ttc,6619
cav_amota,30249.960159285107
cav_total_mse_violations_gt_av,9922
cav_total_mse_violations_gt_non_av,70809
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,80726
cav_total_ttc_violations_gt_av,2408
cav_total_ttc_violations_gt_non_av,21680
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,20165
cis_total_mse_violations_gt,24952
cis_total_mse_violations_sensor,24938
cis_total_ttc_violations_gt,1833
cis_total_ttc_violations_sensor,1847
cis_true_positives_mse,24924
cis_false_positives_mse,14
cis_false_negatives_mse,28
cis_true_positives_ttc,1804
cis_false_positives_ttc,43
cis_false_negatives_ttc,29
cis_amota,4934.475377400376
cis_total_mse_violations_gt_av,3604
cis_total_mse_violations_gt_non_av,21348
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24938
cis_total_ttc_violations_gt_av,225
cis_total_ttc_violations_gt_non_av,1608
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1847
global_total_mse_violations_gt,803851
global_total_mse_violations_sensor,971892
global_total_ttc_violations_gt,286402
global_total_ttc_violations_sensor,360577
global_true_positives_mse,785272
global_false_positives_mse,186620
global_false_negatives_mse,18579
global_true_positives_ttc,264303
global_false_positives_ttc,96274
global_false_negatives_ttc,22099
global_amota,2253.873292984386
global_total_mse_violations_gt_av,93927
global_total_mse_violations_gt_non_av,709924
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,971892
global_total_ttc_violations_gt_av,29613
global_total_ttc_violations_gt_non_av,256789
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,360577
