Metric,Value
config_name,localization_50pct_notrust
run_id,4
total_steps,7000
recorded_steps,5000
wall_time_seconds,384.16012954711914
avg_cav_amota,0.9905944044247494
avg_cis_amota,0.9908465141519792
avg_global_amota,0.5099527544264156
cav_total_mse_violations_gt,63218
cav_total_mse_violations_sensor,63204
cav_total_ttc_violations_gt,17210
cav_total_ttc_violations_sensor,16170
cav_true_positives_mse,63172
cav_false_positives_mse,32
cav_false_negatives_mse,46
cav_true_positives_ttc,14609
cav_false_positives_ttc,1561
cav_false_negatives_ttc,2601
cav_amota,23501.85224497718
cav_total_mse_violations_gt_av,6132
cav_total_mse_violations_gt_non_av,57086
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,63204
cav_total_ttc_violations_gt_av,1008
cav_total_ttc_violations_gt_non_av,16202
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16170
cis_total_mse_violations_gt,25890
cis_total_mse_violations_sensor,25891
cis_total_ttc_violations_gt,1820
cis_total_ttc_violations_sensor,1817
cis_true_positives_mse,25868
cis_false_positives_mse,23
cis_false_negatives_mse,22
cis_true_positives_ttc,1787
cis_false_positives_ttc,30
cis_false_negatives_ttc,33
cis_amota,4948.287491674984
cis_total_mse_violations_gt_av,3511
cis_total_mse_violations_gt_non_av,22379
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25891
cis_total_ttc_violations_gt_av,165
cis_total_ttc_violations_gt_non_av,1655
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1817
global_total_mse_violations_gt,728224
global_total_mse_violations_sensor,882608
global_total_ttc_violations_gt,263705
global_total_ttc_violations_sensor,325758
global_true_positives_mse,710707
global_false_positives_mse,171901
global_false_negatives_mse,17517
global_true_positives_ttc,242939
global_false_positives_ttc,82819
global_false_negatives_ttc,20766
global_amota,2531.915425727154
global_total_mse_violations_gt_av,74391
global_total_mse_violations_gt_non_av,653833
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,882608
global_total_ttc_violations_gt_av,27298
global_total_ttc_violations_gt_non_av,236407
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,325758
