Metric,Value
config_name,extrinsics_1deg
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,35.92839479446411
avg_cav_amota,0.9940217872641928
avg_cis_amota,0.9914347322714362
avg_global_amota,0.47554529950330726
cav_total_mse_violations_gt,5658
cav_total_mse_violations_sensor,5665
cav_total_ttc_violations_gt,2143
cav_total_ttc_violations_sensor,2096
cav_true_positives_mse,5657
cav_false_positives_mse,8
cav_false_negatives_mse,1
cav_true_positives_ttc,1810
cav_false_positives_ttc,286
cav_false_negatives_ttc,333
cav_amota,3206.714285714286
cav_total_mse_violations_gt_av,295
cav_total_mse_violations_gt_non_av,5363
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,5665
cav_total_ttc_violations_gt_av,128
cav_total_ttc_violations_gt_non_av,2015
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2096
cis_total_mse_violations_gt,7382
cis_total_mse_violations_sensor,7383
cis_total_ttc_violations_gt,590
cis_total_ttc_violations_sensor,600
cis_true_positives_mse,7381
cis_false_positives_mse,2
cis_false_negatives_mse,1
cis_true_positives_ttc,586
cis_false_positives_ttc,14
cis_false_negatives_ttc,4
cis_amota,1961.0579004329009
cis_total_mse_violations_gt_av,518
cis_total_mse_violations_gt_non_av,6864
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7383
cis_total_ttc_violations_gt_av,46
cis_total_ttc_violations_gt_non_av,544
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,600
global_total_mse_violations_gt,72908
global_total_mse_violations_sensor,92322
global_total_ttc_violations_gt,28501
global_total_ttc_violations_sensor,36203
global_true_positives_mse,68732
global_false_positives_mse,23590
global_false_negatives_mse,4176
global_true_positives_ttc,24328
global_false_positives_ttc,11875
global_false_negatives_ttc,4173
global_amota,906.3893408533037
global_total_mse_violations_gt_av,3425
global_total_mse_violations_gt_non_av,69483
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,92322
global_total_ttc_violations_gt_av,1469
global_total_ttc_violations_gt_non_av,27032
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,36203
