Metric,Value
config_name,localization_50pct_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,432.96721935272217
avg_cav_amota,0.9794006791231047
avg_cis_amota,0.9916520431872624
avg_global_amota,0.4773637433531458
cav_total_mse_violations_gt,64808
cav_total_mse_violations_sensor,64809
cav_total_ttc_violations_gt,19992
cav_total_ttc_violations_sensor,17173
cav_true_positives_mse,64768
cav_false_positives_mse,41
cav_false_negatives_mse,40
cav_true_positives_ttc,15052
cav_false_positives_ttc,2121
cav_false_negatives_ttc,4940
cav_amota,22582.041458541426
cav_total_mse_violations_gt_av,6013
cav_total_mse_violations_gt_non_av,58795
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,64809
cav_total_ttc_violations_gt_av,1856
cav_total_ttc_violations_gt_non_av,18136
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17173
cis_total_mse_violations_gt,24484
cis_total_mse_violations_sensor,24482
cis_total_ttc_violations_gt,1788
cis_total_ttc_violations_sensor,1784
cis_true_positives_mse,24467
cis_false_positives_mse,15
cis_false_negatives_mse,17
cis_true_positives_ttc,1753
cis_false_positives_ttc,31
cis_false_negatives_ttc,35
cis_amota,4941.402131202129
cis_total_mse_violations_gt_av,2771
cis_total_mse_violations_gt_non_av,21713
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24482
cis_total_ttc_violations_gt_av,121
cis_total_ttc_violations_gt_non_av,1667
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1784
global_total_mse_violations_gt,738007
global_total_mse_violations_sensor,920467
global_total_ttc_violations_gt,282010
global_total_ttc_violations_sensor,353632
global_true_positives_mse,722423
global_false_positives_mse,198044
global_false_negatives_mse,15584
global_true_positives_ttc,258012
global_false_positives_ttc,95620
global_false_negatives_ttc,23998
global_amota,2365.8147120581907
global_total_mse_violations_gt_av,73043
global_total_mse_violations_gt_non_av,664964
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,920467
global_total_ttc_violations_gt_av,30373
global_total_ttc_violations_gt_non_av,251637
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,353632
