Metric,Value
config_name,extrinsics_5deg_notrust
run_id,2
total_steps,3500
recorded_steps,2500
wall_time_seconds,110.96691989898682
avg_cav_amota,0.9937634963183102
avg_cis_amota,0.9903248423658656
avg_global_amota,0.5078535868263087
cav_total_mse_violations_gt,18013
cav_total_mse_violations_sensor,18010
cav_total_ttc_violations_gt,5872
cav_total_ttc_violations_sensor,5521
cav_true_positives_mse,18003
cav_false_positives_mse,7
cav_false_negatives_mse,10
cav_true_positives_ttc,4816
cav_false_positives_ttc,705
cav_false_negatives_ttc,1056
cav_amota,7886.50710678211
cav_total_mse_violations_gt_av,2212
cav_total_mse_violations_gt_non_av,15801
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,18010
cav_total_ttc_violations_gt_av,517
cav_total_ttc_violations_gt_non_av,5355
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,5521
cis_total_mse_violations_gt,8794
cis_total_mse_violations_sensor,8795
cis_total_ttc_violations_gt,692
cis_total_ttc_violations_sensor,701
cis_true_positives_mse,8789
cis_false_positives_mse,6
cis_false_negatives_mse,5
cis_true_positives_ttc,687
cis_false_positives_ttc,14
cis_false_negatives_ttc,5
cis_amota,2438.179761904761
cis_total_mse_violations_gt_av,1142
cis_total_mse_violations_gt_non_av,7652
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,8795
cis_total_ttc_violations_gt_av,83
cis_total_ttc_violations_gt_non_av,609
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,701
global_total_mse_violations_gt,196112
global_total_mse_violations_sensor,241464
global_total_ttc_violations_gt,68244
global_total_ttc_violations_sensor,87490
global_true_positives_mse,188941
global_false_positives_mse,52523
global_false_negatives_mse,7171
global_true_positives_ttc,60917
global_false_positives_ttc,26573
global_false_negatives_ttc,7327
global_amota,1212.7543653412251
global_total_mse_violations_gt_av,24943
global_total_mse_violations_gt_non_av,171169
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,241464
global_total_ttc_violations_gt_av,6971
global_total_ttc_violations_gt_non_av,61273
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,87490
