Metric,Value
config_name,mal_add_50pct_trust
run_id,7
total_steps,2500
recorded_steps,2000
wall_time_seconds,40.029842376708984
avg_cav_amota,0.9939413721823731
avg_cis_amota,0.9894023921984446
avg_global_amota,0.4874752487886416
cav_total_mse_violations_gt,6334
cav_total_mse_violations_sensor,6337
cav_total_ttc_violations_gt,2135
cav_total_ttc_violations_sensor,1792
cav_true_positives_mse,6334
cav_false_positives_mse,3
cav_false_negatives_mse,0
cav_true_positives_ttc,1591
cav_false_positives_ttc,201
cav_false_negatives_ttc,544
cav_amota,3534.455519480519
cav_total_mse_violations_gt_av,392
cav_total_mse_violations_gt_non_av,5942
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,6337
cav_total_ttc_violations_gt_av,139
cav_total_ttc_violations_gt_non_av,1996
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1792
cis_total_mse_violations_gt,7425
cis_total_mse_violations_sensor,7429
cis_total_ttc_violations_gt,581
cis_total_ttc_violations_sensor,586
cis_true_positives_mse,7425
cis_false_positives_mse,4
cis_false_negatives_mse,0
cis_true_positives_ttc,576
cis_false_positives_ttc,10
cis_false_negatives_ttc,5
cis_amota,1955.0591269841266
cis_total_mse_violations_gt_av,571
cis_total_mse_violations_gt_non_av,6854
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7429
cis_total_ttc_violations_gt_av,57
cis_total_ttc_violations_gt_non_av,524
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,586
global_total_mse_violations_gt,86278
global_total_mse_violations_sensor,108180
global_total_ttc_violations_gt,29882
global_total_ttc_violations_sensor,38910
global_true_positives_mse,82675
global_false_positives_mse,25505
global_false_negatives_mse,3603
global_true_positives_ttc,26419
global_false_positives_ttc,12491
global_false_negatives_ttc,3463
global_amota,917.9158934690122
global_total_mse_violations_gt_av,5667
global_total_mse_violations_gt_non_av,80611
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,108180
global_total_ttc_violations_gt_av,1565
global_total_ttc_violations_gt_non_av,28317
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,38910
