Metric,Value
config_name,mal_convoy_80pct
run_id,9
total_steps,2500
recorded_steps,2000
wall_time_seconds,37.485984563827515
avg_cav_amota,0.9884158834158832
avg_cis_amota,0.9903984438190946
avg_global_amota,0.4648307845711179
cav_total_mse_violations_gt,4447
cav_total_mse_violations_sensor,4450
cav_total_ttc_violations_gt,1221
cav_total_ttc_violations_sensor,1108
cav_true_positives_mse,4447
cav_false_positives_mse,3
cav_false_negatives_mse,0
cav_true_positives_ttc,925
cav_false_positives_ttc,183
cav_false_negatives_ttc,296
cav_amota,2194.2832611832605
cav_total_mse_violations_gt_av,46
cav_total_mse_violations_gt_non_av,4401
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,4450
cav_total_ttc_violations_gt_av,15
cav_total_ttc_violations_gt_non_av,1206
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1108
cis_total_mse_violations_gt,7474
cis_total_mse_violations_sensor,7475
cis_total_ttc_violations_gt,573
cis_total_ttc_violations_sensor,574
cis_true_positives_mse,7470
cis_false_positives_mse,5
cis_false_negatives_mse,4
cis_true_positives_ttc,558
cis_false_positives_ttc,16
cis_false_negatives_ttc,15
cis_amota,1947.12334054834
cis_total_mse_violations_gt_av,300
cis_total_mse_violations_gt_non_av,7174
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7475
cis_total_ttc_violations_gt_av,37
cis_total_ttc_violations_gt_non_av,536
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,574
global_total_mse_violations_gt,43058
global_total_mse_violations_sensor,54452
global_total_ttc_violations_gt,15127
global_total_ttc_violations_sensor,19731
global_true_positives_mse,41434
global_false_positives_mse,13018
global_false_negatives_mse,1624
global_true_positives_ttc,13639
global_false_positives_ttc,6092
global_false_negatives_ttc,1488
global_amota,851.569997334288
global_total_mse_violations_gt_av,1529
global_total_mse_violations_gt_non_av,41529
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,54452
global_total_ttc_violations_gt_av,387
global_total_ttc_violations_gt_non_av,14740
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,19731
