Metric,Value
config_name,extrinsics_2deg_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,414.34392070770264
avg_cav_amota,0.9517761975141743
avg_cis_amota,0.990997667125579
avg_global_amota,0.4249198738159631
cav_total_mse_violations_gt,54755
cav_total_mse_violations_sensor,54722
cav_total_ttc_violations_gt,17349
cav_total_ttc_violations_sensor,14092
cav_true_positives_mse,54694
cav_false_positives_mse,28
cav_false_negatives_mse,61
cav_true_positives_ttc,12538
cav_false_positives_ttc,1554
cav_false_negatives_ttc,4811
cav_amota,17217.631413031413
cav_total_mse_violations_gt_av,5781
cav_total_mse_violations_gt_non_av,48974
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,54722
cav_total_ttc_violations_gt_av,2087
cav_total_ttc_violations_gt_non_av,15262
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,14092
cis_total_mse_violations_gt,25261
cis_total_mse_violations_sensor,25256
cis_total_ttc_violations_gt,1835
cis_total_ttc_violations_sensor,1840
cis_true_positives_mse,25236
cis_false_positives_mse,20
cis_false_negatives_mse,25
cis_true_positives_ttc,1806
cis_false_positives_ttc,34
cis_false_negatives_ttc,29
cis_amota,4946.069356623765
cis_total_mse_violations_gt_av,2253
cis_total_mse_violations_gt_non_av,23008
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25256
cis_total_ttc_violations_gt_av,141
cis_total_ttc_violations_gt_non_av,1694
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1840
global_total_mse_violations_gt,548187
global_total_mse_violations_sensor,727416
global_total_ttc_violations_gt,205473
global_total_ttc_violations_sensor,277827
global_true_positives_mse,534069
global_false_positives_mse,193347
global_false_negatives_mse,14118
global_true_positives_ttc,189376
global_false_positives_ttc,88451
global_false_negatives_ttc,16097
global_amota,2099.5290965246736
global_total_mse_violations_gt_av,51684
global_total_mse_violations_gt_non_av,496503
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,727416
global_total_ttc_violations_gt_av,17745
global_total_ttc_violations_gt_non_av,187728
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,277827
