Config,Runs,Global AMOTA (mean),Global AMOTA (std),CIS AMOTA (mean),CIS AMOTA (std),CAV AMOTA (mean),CAV AMOTA (std),Anomalies (mean),Anomalies (std),Total Anomalies
baseline,1,0.4367,0.0000,0.9878,0.0000,0.9964,0.0000,0.00,0.00,0
extrinsics_10pct,1,0.5696,0.0000,0.9906,0.0000,0.9904,0.0000,0.00,0.00,0
localization_10pct,1,0.6009,0.0000,0.9941,0.0000,0.9883,0.0000,0.00,0.00,0
mal_remove_10pct,1,0.6018,0.0000,0.9921,0.0000,0.9889,0.0000,2.00,0.00,2
mal_add_10pct,1,0.5062,0.0000,0.9920,0.0000,0.9930,0.0000,0.00,0.00,0
mal_convoy_10pct,1,0.5591,0.0000,0.9924,0.0000,0.9896,0.0000,0.00,0.00,0
