Metric,Value
config_name,localization_9pct
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,421.1288220882416
avg_cav_amota,0.9902021785538992
avg_cis_amota,0.989887674159363
avg_global_amota,0.4498762403563225
cav_total_mse_violations_gt,71695
cav_total_mse_violations_sensor,71672
cav_total_ttc_violations_gt,23462
cav_total_ttc_violations_sensor,18936
cav_true_positives_mse,71653
cav_false_positives_mse,19
cav_false_negatives_mse,42
cav_true_positives_ttc,16854
cav_false_positives_ttc,2082
cav_false_negatives_ttc,6608
cav_amota,27335.521341158943
cis_total_mse_violations_gt,25208
cis_total_mse_violations_sensor,25213
cis_total_ttc_violations_gt,1761
cis_total_ttc_violations_sensor,1777
cis_true_positives_mse,25197
cis_false_positives_mse,16
cis_false_negatives_mse,11
cis_true_positives_ttc,1733
cis_false_positives_ttc,44
cis_false_negatives_ttc,28
cis_amota,4940.5293817293805
global_total_mse_violations_gt,901619
global_total_mse_violations_sensor,1081806
global_total_ttc_violations_gt,339974
global_total_ttc_violations_sensor,417201
global_true_positives_mse,879383
global_false_positives_mse,202423
global_false_negatives_mse,22236
global_true_positives_ttc,312733
global_false_positives_ttc,104468
global_false_negatives_ttc,27241
global_amota,2233.185657128785
