Metric,Value
config_name,localization_9pct
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,408.6766035556793
avg_cav_amota,0.9904994112199161
avg_cis_amota,0.9902784063895173
avg_global_amota,0.47997506535023043
cav_total_mse_violations_gt,73869
cav_total_mse_violations_sensor,73866
cav_total_ttc_violations_gt,22031
cav_total_ttc_violations_sensor,18730
cav_true_positives_mse,73833
cav_false_positives_mse,33
cav_false_negatives_mse,36
cav_true_positives_ttc,16805
cav_false_positives_ttc,1925
cav_false_negatives_ttc,5226
cav_amota,26116.497975635528
cis_total_mse_violations_gt,25733
cis_total_mse_violations_sensor,25733
cis_total_ttc_violations_gt,1804
cis_total_ttc_violations_sensor,1818
cis_true_positives_mse,25716
cis_false_positives_mse,17
cis_false_negatives_mse,17
cis_true_positives_ttc,1779
cis_false_positives_ttc,39
cis_false_negatives_ttc,25
cis_amota,4946.440639915639
global_total_mse_violations_gt,849973
global_total_mse_violations_sensor,1021329
global_total_ttc_violations_gt,315089
global_total_ttc_violations_sensor,385077
global_true_positives_mse,828241
global_false_positives_mse,193088
global_false_negatives_mse,21732
global_true_positives_ttc,288395
global_false_positives_ttc,96682
global_false_negatives_ttc,26694
global_amota,2362.437271653834
