Metric,Value
config_name,localization_9pct
run_id,8
total_steps,7000
recorded_steps,5000
wall_time_seconds,337.91854524612427
avg_cav_amota,0.9911130164162074
avg_cis_amota,0.9909788765542576
avg_global_amota,0.426021584367142
cav_total_mse_violations_gt,54697
cav_total_mse_violations_sensor,54702
cav_total_ttc_violations_gt,19417
cav_total_ttc_violations_sensor,15438
cav_true_positives_mse,54683
cav_false_positives_mse,19
cav_false_negatives_mse,14
cav_true_positives_ttc,13742
cav_false_positives_ttc,1696
cav_false_negatives_ttc,5675
cav_amota,23291.155885780874
cis_total_mse_violations_gt,25704
cis_total_mse_violations_sensor,25702
cis_total_ttc_violations_gt,1827
cis_total_ttc_violations_sensor,1832
cis_true_positives_mse,25689
cis_false_positives_mse,13
cis_false_negatives_mse,15
cis_true_positives_ttc,1795
cis_false_positives_ttc,37
cis_false_negatives_ttc,32
cis_amota,4943.002636252637
global_total_mse_violations_gt,660773
global_total_mse_violations_sensor,797964
global_total_ttc_violations_gt,265395
global_total_ttc_violations_sensor,322568
global_true_positives_mse,643068
global_false_positives_mse,154896
global_false_negatives_mse,17705
global_true_positives_ttc,241744
global_false_positives_ttc,80824
global_false_negatives_ttc,23651
global_amota,2096.0261950863387
