Metric,Value
config_name,mal_add_50pct_notrust
run_id,4
total_steps,1500
recorded_steps,1000
wall_time_seconds,19.2126042842865
avg_cav_amota,0.9911544197258482
avg_cis_amota,0.9886953253806613
avg_global_amota,0.49587498109441236
cav_total_mse_violations_gt,3128
cav_total_mse_violations_sensor,3127
cav_total_ttc_violations_gt,889
cav_total_ttc_violations_sensor,830
cav_true_positives_mse,3126
cav_false_positives_mse,1
cav_false_negatives_mse,2
cav_true_positives_ttc,710
cav_false_positives_ttc,120
cav_false_negatives_ttc,179
cav_amota,1540.253968253968
cav_total_mse_violations_gt_av,103
cav_total_mse_violations_gt_non_av,3025
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,3127
cav_total_ttc_violations_gt_av,54
cav_total_ttc_violations_gt_non_av,835
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,830
cis_total_mse_violations_gt,3082
cis_total_mse_violations_sensor,3085
cis_total_ttc_violations_gt,234
cis_total_ttc_violations_sensor,238
cis_true_positives_mse,3081
cis_false_positives_mse,4
cis_false_negatives_mse,1
cis_true_positives_ttc,227
cis_false_positives_ttc,11
cis_false_negatives_ttc,7
cis_amota,970.8988095238094
cis_total_mse_violations_gt_av,247
cis_total_mse_violations_gt_non_av,2835
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,3085
cis_total_ttc_violations_gt_av,27
cis_total_ttc_violations_gt_non_av,207
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,238
global_total_mse_violations_gt,24206
global_total_mse_violations_sensor,31132
global_total_ttc_violations_gt,9797
global_total_ttc_violations_sensor,13363
global_true_positives_mse,22688
global_false_positives_mse,8444
global_false_negatives_mse,1518
global_true_positives_ttc,8360
global_false_positives_ttc,5003
global_false_negatives_ttc,1437
global_amota,460.6678574367091
global_total_mse_violations_gt_av,984
global_total_mse_violations_gt_non_av,23222
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,31132
global_total_ttc_violations_gt_av,401
global_total_ttc_violations_gt_non_av,9396
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,13363
